Data Figure 2.15b: Data series on regional composition of personal wealth (World Top 0.001%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1930;4,6%;1,9%;1,7%;0,3%;0,2%;0,1%;0,0%;0,3%;0,1%;0,2%;0,0%;0,1%;0,3%;0,8%;0,1%;0,3%;0,0%;0,0%;0,1%;;1,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,1%;0,2%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1931;3,9%;1,6%;1,0%;0,3%;0,2%;0,1%;0,0%;0,7%;0,1%;0,1%;0,0%;0,1%;0,2%;0,7%;0,1%;0,3%;0,0%;0,0%;0,1%;;0,9%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,4%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1932;4,1%;2,1%;0,7%;0,3%;0,2%;0,1%;0,0%;0,7%;0,1%;0,1%;0,0%;0,1%;0,3%;1,1%;0,1%;0,2%;0,0%;0,0%;0,1%;;0,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,3%;0,4%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1933;4,4%;2,1%;1,4%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,1%;0,0%;0,1%;0,1%;1,3%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1934;4,0%;1,8%;1,2%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,1%;0,0%;0,1%;0,2%;1,0%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,1%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1935;4,0%;1,8%;1,1%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,1%;0,0%;0,1%;0,2%;1,0%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,1%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1936;3,9%;1,5%;1,4%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,2%;0,0%;0,1%;0,2%;0,7%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1937;4,0%;1,6%;1,3%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,2%;0,0%;0,1%;0,2%;0,7%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1938;4,3%;1,9%;1,3%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,3%;0,0%;0,1%;0,2%;1,0%;0,1%;0,2%;0,0%;0,0%;0,1%;;1,2%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,3%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1939;3,8%;1,6%;1,1%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,3%;0,0%;0,1%;0,1%;0,7%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1940;3,7%;1,5%;1,0%;0,3%;0,2%;0,1%;0,0%;0,4%;0,1%;0,4%;0,0%;0,1%;0,1%;0,5%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1941;3,5%;1,5%;0,7%;0,3%;0,2%;0,2%;0,0%;0,5%;0,1%;0,5%;0,0%;0,0%;0,0%;0,6%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,7%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1942;3,5%;1,6%;0,5%;0,4%;0,2%;0,2%;0,0%;0,6%;0,1%;0,5%;0,0%;0,1%;0,0%;0,7%;;0,1%;0,0%;0,0%;0,1%;0,1%;0,5%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,1%;;;;0,5%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1943;3,3%;1,5%;0,4%;0,4%;0,2%;0,2%;0,0%;0,6%;0,1%;0,5%;0,0%;0,1%;0,0%;0,6%;;0,1%;0,0%;0,0%;0,1%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;;;;0,5%;;0,0%;0,0%;0,0%;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1944;3,2%;1,5%;0,5%;0,4%;0,2%;0,1%;0,0%;0,4%;0,1%;0,5%;0,0%;0,0%;0,0%;0,7%;;0,1%;0,0%;0,0%;0,1%;0,1%;0,5%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;;;;0,4%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1945;2,9%;1,2%;0,7%;0,4%;0,2%;0,2%;0,0%;0,2%;0,1%;0,1%;0,0%;0,0%;0,0%;0,8%;;0,1%;0,0%;0,0%;0,1%;;0,7%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;;0,2%;;;;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1946;3,0%;1,2%;0,7%;0,5%;0,2%;0,2%;0,0%;0,1%;0,0%;;0,0%;0,1%;;0,9%;;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;;0,1%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1947;3,0%;1,1%;0,8%;0,6%;0,2%;0,2%;0,0%;0,1%;0,1%;;0,0%;0,1%;;0,7%;0,0%;0,1%;0,1%;0,0%;0,1%;0,1%;0,7%;0,1%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,0%;0,1%;;;;0,1%;;;;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1948;2,9%;1,1%;0,8%;0,6%;0,2%;0,2%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,7%;0,0%;0,1%;0,1%;0,0%;0,1%;0,1%;0,6%;0,1%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,0%;0,1%;;;;0,1%;;;;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1949;2,8%;1,1%;0,8%;0,5%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,6%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,1%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,0%;0,1%;;;;;;;;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;3,0%;1,4%;0,6%;0,5%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;1,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,5%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,0%;0,1%;;;;;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1951;2,9%;1,2%;0,7%;0,5%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,8%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1952;2,7%;1,0%;0,7%;0,4%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,6%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,1%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1953;2,5%;0,9%;0,6%;0,4%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,1%;0,0%;0,5%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1954;2,5%;0,8%;0,7%;0,4%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,1%;0,0%;0,4%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1955;2,6%;0,9%;0,7%;0,4%;0,2%;0,2%;0,0%;0,0%;0,0%;0,1%;0,0%;0,1%;0,0%;0,4%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1956;2,6%;0,9%;0,7%;0,4%;0,2%;0,2%;0,0%;0,0%;0,1%;0,2%;0,0%;0,1%;0,0%;0,3%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,1%;;;0,1%;0,1%;;;;0,0%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1957;2,6%;1,0%;0,6%;0,5%;0,2%;0,2%;0,0%;0,1%;0,1%;0,2%;0,0%;0,1%;0,1%;0,3%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;;;0,1%;0,1%;;;;0,1%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1958;2,6%;1,0%;0,6%;0,5%;0,2%;0,2%;0,0%;0,1%;0,1%;0,3%;0,0%;0,1%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,1%;0,1%;;;;0,1%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1959;2,8%;1,1%;0,7%;0,4%;0,2%;0,2%;0,0%;0,1%;0,1%;0,4%;0,0%;0,0%;0,1%;0,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,1%;0,1%;;;;0,1%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1960;2,9%;1,2%;0,7%;0,4%;0,2%;0,2%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,0%;0,2%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,1%;0,1%;;;;0,1%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;3,0%;1,2%;0,8%;0,4%;0,2%;0,2%;0,0%;0,1%;0,1%;0,6%;0,0%;0,0%;0,1%;0,2%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,1%;0,1%;;;;0,1%;;;;;;;;;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
