Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;1,2%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;-0,0%;-0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,8%;-0,2%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;1,2%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,6%;0,6%;-0,0%;-0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,8%;-0,2%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;1,2%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,7%;-0,0%;-0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,1%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;1,4%;-0,2%;-0,2%;0,1%;0,0%;0,2%;0,0%;0,7%;0,7%;-0,1%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;-0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,5%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1,4%;-0,2%;-0,2%;0,1%;0,0%;0,2%;0,1%;0,7%;0,7%;-0,1%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;-0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,5%;0,1%;0,0%;0,1%;0,0%;-0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1,4%;-0,2%;-0,2%;0,1%;0,1%;0,2%;0,1%;0,6%;0,8%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,5%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1,4%;-0,2%;-0,2%;0,1%;0,1%;0,2%;0,1%;0,6%;0,8%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,5%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1,5%;-0,2%;-0,2%;0,1%;0,1%;0,3%;0,1%;0,6%;0,9%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,5%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1,5%;-0,3%;-0,2%;0,1%;0,1%;0,3%;0,1%;0,6%;0,9%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1,5%;-0,3%;-0,2%;0,1%;0,1%;0,3%;0,1%;0,6%;0,9%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1,5%;-0,3%;-0,2%;0,1%;0,1%;0,3%;0,1%;0,6%;0,9%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1,5%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,6%;0,9%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1,5%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,6%;1,0%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,6%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1,6%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,5%;1,0%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,6%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1,5%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,5%;1,0%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,6%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1,6%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,5%;1,0%;-0,1%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,6%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;1,5%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,1%;0,5%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,6%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;1,4%;-0,3%;-0,3%;0,1%;0,1%;0,3%;0,0%;0,5%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,5%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;1,4%;-0,3%;-0,4%;0,1%;0,1%;0,3%;0,0%;0,4%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,4%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,5%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;1,4%;-0,3%;-0,4%;0,1%;0,1%;0,3%;0,0%;0,5%;1,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,4%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,2%;0,0%;0,0%;0,5%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;1,1%;-0,3%;-0,4%;0,1%;0,1%;0,3%;0,0%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,4%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;-0,0%;0,0%;0,4%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;1,1%;-0,3%;-0,4%;0,1%;0,1%;0,3%;0,0%;0,4%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,4%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,4%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;1,2%;-0,3%;-0,4%;0,1%;0,1%;0,4%;0,0%;0,4%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,4%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,2%;0,0%;0,0%;0,4%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;1,3%;-0,3%;-0,3%;0,1%;0,1%;0,4%;0,0%;0,4%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,2%;0,0%;0,0%;0,4%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;1,4%;-0,3%;-0,3%;0,1%;0,1%;0,4%;0,0%;0,4%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;;-0,0%;-0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1,5%;-0,3%;-0,3%;0,1%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;;-0,0%;-0,0%;-0,0%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1,6%;-0,2%;-0,2%;0,1%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;;-0,0%;-0,0%;-0,0%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;1,6%;-0,2%;-0,2%;0,1%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,6%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;1,7%;-0,2%;-0,2%;0,2%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;-0,1%;;-0,0%;-0,0%;-0,0%;-0,1%;-0,2%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;1,7%;-0,2%;-0,2%;0,2%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,2%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,4%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;1,7%;-0,2%;-0,2%;0,2%;0,1%;0,4%;0,1%;0,3%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,1%;0,0%;-0,0%;-0,0%;-0,0%;-0,1%;-0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,3%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,7%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
