Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;3,7%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,3%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,1%;1,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;3,6%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,3%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,1%;1,2%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;3,5%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,2%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;3,5%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,2%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,1%;1,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,9%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;3,4%;0,4%;0,1%;0,1%;0,1%;0,3%;0,2%;1,1%;1,2%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;3,4%;0,4%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;1,2%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;3,3%;0,4%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;1,2%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;3,3%;0,4%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;1,1%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;3,3%;0,4%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;1,1%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,1%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;3,3%;0,4%;0,0%;0,1%;0,1%;0,2%;0,2%;1,1%;1,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;3,3%;0,4%;0,0%;0,1%;0,1%;0,2%;0,2%;1,1%;1,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;3,2%;0,4%;0,0%;0,1%;0,1%;0,2%;0,2%;1,1%;1,1%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;3,2%;0,4%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;3,1%;0,4%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;3,1%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;3,1%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,1%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;3,0%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,1%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;3,0%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,1%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;3,0%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;2,9%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;2,9%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;2,9%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;2,9%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;1,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;2,9%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;2,8%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;2,8%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;2,8%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
